Name         Surname   Final-Average       Finale-Median      Category    
Surname611   Name611   6.76                7.00               kietiakas   
Surname612   Name612   7.44                7.60               kietiakas   
Surname613   Name613   3.32                3.00               vargsiukas  
Surname614   Name614   5.56                5.40               kietiakas   
Surname615   Name615   7.80                7.80               kietiakas   
Surname616   Name616   3.16                3.40               vargsiukas  
Surname617   Name617   9.20                10.00              kietiakas   
Surname618   Name618   7.04                7.20               kietiakas   
Surname619   Name619   3.72                3.80               vargsiukas  
Surname62    Name62    2.92                2.60               vargsiukas  
Surname620   Name620   3.60                3.60               vargsiukas  
Surname621   Name621   5.60                5.60               kietiakas   
Surname622   Name622   2.84                3.00               vargsiukas  
Surname623   Name623   4.40                4.00               vargsiukas  
Surname624   Name624   7.16                6.60               kietiakas   
Surname625   Name625   8.48                8.00               kietiakas   
Surname626   Name626   4.08                4.40               vargsiukas  
Surname627   Name627   6.60                7.00               kietiakas   
Surname628   Name628   6.44                6.60               kietiakas   
Surname629   Name629   5.56                5.80               kietiakas   
Surname63    Name63    4.12                4.60               vargsiukas  
Surname630   Name630   3.04                2.40               vargsiukas  
Surname631   Name631   8.40                8.40               kietiakas   
Surname632   Name632   8.20                8.60               kietiakas   
Surname633   Name633   5.80                5.40               kietiakas   
Surname634   Name634   2.28                2.20               vargsiukas  
Surname635   Name635   5.12                5.20               kietiakas   
Surname636   Name636   3.08                3.40               vargsiukas  
Surname637   Name637   6.64                6.80               kietiakas   
Surname638   Name638   7.60                7.20               kietiakas   
Surname639   Name639   5.28                5.20               kietiakas   
Surname64    Name64    5.92                5.60               kietiakas   
Surname640   Name640   8.20                8.60               kietiakas   
Surname641   Name641   2.60                1.80               vargsiukas  
Surname642   Name642   3.48                3.80               vargsiukas  
Surname643   Name643   6.48                6.80               kietiakas   
Surname644   Name644   3.16                3.80               vargsiukas  
Surname645   Name645   6.64                6.00               kietiakas   
Surname646   Name646   6.36                6.20               kietiakas   
Surname647   Name647   6.08                6.40               kietiakas   
Surname648   Name648   5.64                5.80               kietiakas   
Surname649   Name649   6.24                6.00               kietiakas   
Surname65    Name65    7.56                7.00               kietiakas   
Surname650   Name650   6.40                7.20               kietiakas   
Surname651   Name651   7.40                7.00               kietiakas   
Surname652   Name652   8.32                8.80               kietiakas   
Surname653   Name653   7.16                7.00               kietiakas   
Surname654   Name654   2.92                3.00               vargsiukas  
Surname655   Name655   5.60                5.20               kietiakas   
Surname656   Name656   6.28                6.60               kietiakas   
Surname657   Name657   6.64                7.60               kietiakas   
Surname658   Name658   8.08                7.20               kietiakas   
Surname659   Name659   2.96                2.80               vargsiukas  
Surname66    Name66    2.72                2.00               vargsiukas  
Surname660   Name660   2.68                2.60               vargsiukas  
Surname661   Name661   4.12                4.20               vargsiukas  
Surname662   Name662   3.36                4.00               vargsiukas  
Surname663   Name663   7.20                8.00               kietiakas   
Surname664   Name664   5.20                5.20               kietiakas   
Surname665   Name665   3.76                3.60               vargsiukas  
Surname666   Name666   8.16                8.00               kietiakas   
Surname667   Name667   2.44                2.20               vargsiukas  
Surname668   Name668   5.68                6.00               kietiakas   
Surname669   Name669   3.88                4.20               vargsiukas  
Surname67    Name67    4.68                5.00               vargsiukas  
Surname670   Name670   3.04                3.60               vargsiukas  
Surname671   Name671   8.20                8.20               kietiakas   
Surname672   Name672   7.80                7.00               kietiakas   
Surname673   Name673   4.88                5.20               vargsiukas  
Surname674   Name674   4.00                3.20               vargsiukas  
Surname675   Name675   6.32                6.80               kietiakas   
Surname676   Name676   6.56                6.80               kietiakas   
Surname677   Name677   6.84                6.60               kietiakas   
Surname678   Name678   7.44                7.60               kietiakas   
Surname679   Name679   6.24                5.20               kietiakas   
Surname68    Name68    3.00                2.60               vargsiukas  
Surname680   Name680   6.16                6.00               kietiakas   
Surname681   Name681   5.92                6.00               kietiakas   
Surname682   Name682   5.44                5.20               kietiakas   
Surname683   Name683   5.72                5.80               kietiakas   
Surname684   Name684   3.48                3.40               vargsiukas  
Surname685   Name685   8.56                8.40               kietiakas   
Surname686   Name686   6.68                6.60               kietiakas   
Surname687   Name687   6.08                7.20               kietiakas   
Surname688   Name688   5.76                6.00               kietiakas   
Surname689   Name689   5.28                5.20               kietiakas   
Surname69    Name69    4.76                4.60               vargsiukas  
Surname690   Name690   6.40                6.40               kietiakas   
Surname691   Name691   7.08                6.60               kietiakas   
Surname692   Name692   5.00                4.60               kietiakas   
Surname693   Name693   4.92                5.00               vargsiukas  
Surname694   Name694   6.72                6.00               kietiakas   
Surname695   Name695   2.52                2.20               vargsiukas  
Surname696   Name696   4.76                4.60               vargsiukas  
Surname697   Name697   2.60                2.60               vargsiukas  
Surname698   Name698   4.80                4.40               vargsiukas  
Surname699   Name699   4.80                4.40               vargsiukas  
Surname7     Name7     6.72                7.20               kietiakas   
Surname70    Name70    7.04                6.80               kietiakas   
Surname700   Name700   6.72                6.80               kietiakas   
Surname701   Name701   6.72                6.40               kietiakas   
Surname702   Name702   2.56                2.40               vargsiukas  
Surname703   Name703   8.32                8.00               kietiakas   
Surname704   Name704   6.00                5.60               kietiakas   
Surname705   Name705   5.60                4.80               kietiakas   
Surname706   Name706   6.88                7.60               kietiakas   
Surname707   Name707   7.36                7.20               kietiakas   
Surname708   Name708   7.20                7.20               kietiakas   
Surname709   Name709   7.04                7.20               kietiakas   
Surname71    Name71    3.56                3.40               vargsiukas  
Surname710   Name710   2.56                2.80               vargsiukas  
Surname711   Name711   5.96                6.20               kietiakas   
Surname712   Name712   8.12                8.20               kietiakas   
Surname713   Name713   2.04                1.80               vargsiukas  
Surname714   Name714   8.08                8.00               kietiakas   
Surname715   Name715   5.32                5.80               kietiakas   
Surname716   Name716   6.12                5.80               kietiakas   
Surname717   Name717   6.64                6.80               kietiakas   
Surname718   Name718   5.28                5.60               kietiakas   
Surname719   Name719   7.76                7.60               kietiakas   
Surname72    Name72    8.24                8.40               kietiakas   
Surname720   Name720   8.48                8.40               kietiakas   
Surname721   Name721   4.72                5.20               vargsiukas  
Surname722   Name722   3.40                3.00               vargsiukas  
Surname723   Name723   6.40                6.00               kietiakas   
Surname724   Name724   6.52                6.60               kietiakas   
Surname725   Name725   4.96                4.80               vargsiukas  
Surname726   Name726   5.80                5.80               kietiakas   
Surname727   Name727   2.60                2.20               vargsiukas  
Surname728   Name728   8.08                8.00               kietiakas   
Surname729   Name729   4.44                4.60               vargsiukas  
Surname73    Name73    7.52                7.60               kietiakas   
Surname730   Name730   4.88                5.20               vargsiukas  
Surname731   Name731   6.08                6.00               kietiakas   
Surname732   Name732   7.76                7.60               kietiakas   
Surname733   Name733   3.48                3.40               vargsiukas  
Surname734   Name734   5.68                6.00               kietiakas   
Surname735   Name735   6.04                5.40               kietiakas   
Surname736   Name736   7.28                6.80               kietiakas   
Surname737   Name737   5.04                4.80               kietiakas   
Surname738   Name738   3.96                3.80               vargsiukas  
Surname739   Name739   6.28                6.60               kietiakas   
Surname74    Name74    3.64                3.40               vargsiukas  
Surname740   Name740   5.96                5.40               kietiakas   
Surname741   Name741   6.48                7.20               kietiakas   
Surname742   Name742   2.76                3.00               vargsiukas  
Surname743   Name743   7.56                7.40               kietiakas   
Surname744   Name744   5.12                5.60               kietiakas   
Surname745   Name745   7.76                8.00               kietiakas   
Surname746   Name746   7.76                7.20               kietiakas   
Surname747   Name747   5.80                5.00               kietiakas   
Surname748   Name748   5.24                5.40               kietiakas   
Surname749   Name749   6.56                6.40               kietiakas   
Surname75    Name75    3.00                4.20               vargsiukas  
Surname750   Name750   9.28                9.60               kietiakas   
Surname751   Name751   3.16                3.00               vargsiukas  
Surname752   Name752   4.32                4.80               vargsiukas  
Surname753   Name753   3.60                3.60               vargsiukas  
Surname754   Name754   6.72                6.40               kietiakas   
Surname755   Name755   8.08                8.40               kietiakas   
Surname756   Name756   3.44                3.20               vargsiukas  
Surname757   Name757   4.68                4.60               vargsiukas  
Surname758   Name758   3.52                3.60               vargsiukas  
Surname759   Name759   4.88                4.80               vargsiukas  
Surname76    Name76    3.16                3.00               vargsiukas  
Surname760   Name760   3.72                4.20               vargsiukas  
Surname761   Name761   2.96                2.40               vargsiukas  
Surname762   Name762   8.36                8.60               kietiakas   
Surname763   Name763   7.04                6.80               kietiakas   
Surname764   Name764   3.72                3.80               vargsiukas  
Surname765   Name765   4.80                4.40               vargsiukas  
Surname766   Name766   8.28                8.20               kietiakas   
Surname767   Name767   5.24                5.40               kietiakas   
Surname768   Name768   7.72                7.80               kietiakas   
Surname769   Name769   3.52                3.20               vargsiukas  
Surname77    Name77    5.00                5.00               kietiakas   
Surname770   Name770   7.16                7.40               kietiakas   
Surname771   Name771   2.04                1.40               vargsiukas  
Surname772   Name772   3.48                3.80               vargsiukas  
Surname773   Name773   3.72                3.80               vargsiukas  
Surname774   Name774   6.88                7.20               kietiakas   
Surname775   Name775   6.40                6.40               kietiakas   
Surname776   Name776   3.44                4.00               vargsiukas  
Surname777   Name777   6.36                6.20               kietiakas   
Surname778   Name778   4.24                3.20               vargsiukas  
Surname779   Name779   4.92                4.20               vargsiukas  
Surname78    Name78    4.56                4.40               vargsiukas  
Surname780   Name780   3.28                2.80               vargsiukas  
Surname781   Name781   5.48                5.80               kietiakas   
Surname782   Name782   5.84                5.20               kietiakas   
Surname783   Name783   6.28                6.60               kietiakas   
Surname784   Name784   6.32                5.60               kietiakas   
Surname785   Name785   8.64                8.40               kietiakas   
Surname786   Name786   2.52                3.00               vargsiukas  
Surname787   Name787   7.72                7.40               kietiakas   
Surname788   Name788   8.48                8.40               kietiakas   
Surname789   Name789   5.96                5.80               kietiakas   
Surname79    Name79    5.76                6.00               kietiakas   
Surname790   Name790   4.72                4.40               vargsiukas  
Surname791   Name791   7.84                8.00               kietiakas   
Surname792   Name792   6.88                6.40               kietiakas   
Surname793   Name793   3.56                3.80               vargsiukas  
Surname794   Name794   5.96                5.80               kietiakas   
Surname795   Name795   2.88                3.20               vargsiukas  
Surname796   Name796   6.04                6.60               kietiakas   
Surname797   Name797   5.64                6.20               kietiakas   
Surname798   Name798   2.68                3.00               vargsiukas  
Surname799   Name799   6.08                6.40               kietiakas   
Surname8     Name8     7.04                7.20               kietiakas   
Surname80    Name80    5.20                5.20               kietiakas   
Surname800   Name800   2.68                3.40               vargsiukas  
Surname801   Name801   8.08                7.60               kietiakas   
Surname802   Name802   3.28                4.00               vargsiukas  
Surname803   Name803   5.00                4.20               kietiakas   
Surname804   Name804   5.48                5.40               kietiakas   
Surname805   Name805   6.96                6.80               kietiakas   
Surname806   Name806   7.92                8.40               kietiakas   
Surname807   Name807   3.28                4.00               vargsiukas  
Surname808   Name808   3.24                3.40               vargsiukas  
Surname809   Name809   3.92                3.60               vargsiukas  
Surname81    Name81    7.12                6.80               kietiakas   
Surname810   Name810   4.60                4.20               vargsiukas  
Surname811   Name811   2.36                1.80               vargsiukas  
Surname812   Name812   6.28                5.80               kietiakas   
Surname813   Name813   4.80                4.80               vargsiukas  
Surname814   Name814   6.28                6.20               kietiakas   
Surname815   Name815   4.52                5.00               vargsiukas  
Surname816   Name816   8.64                9.20               kietiakas   
Surname817   Name817   8.80                9.20               kietiakas   
Surname818   Name818   7.40                7.40               kietiakas   
Surname819   Name819   6.16                6.00               kietiakas   
Surname82    Name82    5.20                4.80               kietiakas   
Surname820   Name820   4.92                4.60               vargsiukas  
Surname821   Name821   5.92                5.20               kietiakas   
Surname822   Name822   7.40                7.40               kietiakas   
Surname823   Name823   7.24                7.80               kietiakas   
Surname824   Name824   3.08                3.40               vargsiukas  
Surname825   Name825   4.88                5.20               vargsiukas  
Surname826   Name826   8.88                9.20               kietiakas   
Surname827   Name827   5.52                5.60               kietiakas   
Surname828   Name828   8.16                8.00               kietiakas   
Surname829   Name829   6.68                6.60               kietiakas   
Surname83    Name83    4.76                4.60               vargsiukas  
Surname830   Name830   5.08                4.60               kietiakas   
Surname831   Name831   6.16                6.80               kietiakas   
Surname832   Name832   3.12                2.00               vargsiukas  
Surname833   Name833   7.76                7.60               kietiakas   
Surname834   Name834   7.48                7.00               kietiakas   
Surname835   Name835   8.28                7.80               kietiakas   
Surname836   Name836   8.08                8.40               kietiakas   
Surname837   Name837   6.20                5.80               kietiakas   
Surname838   Name838   7.92                7.20               kietiakas   
Surname839   Name839   7.68                7.20               kietiakas   
Surname84    Name84    1.96                1.40               vargsiukas  
Surname840   Name840   8.64                8.80               kietiakas   
Surname841   Name841   2.84                3.00               vargsiukas  
Surname842   Name842   6.44                6.60               kietiakas   
Surname843   Name843   7.40                7.40               kietiakas   
Surname844   Name844   6.16                6.00               kietiakas   
Surname845   Name845   2.28                2.20               vargsiukas  
Surname846   Name846   4.36                5.40               vargsiukas  
Surname847   Name847   4.96                5.20               vargsiukas  
Surname848   Name848   9.04                9.60               kietiakas   
Surname849   Name849   3.84                4.00               vargsiukas  
Surname85    Name85    3.68                4.00               vargsiukas  
Surname850   Name850   7.64                7.80               kietiakas   
Surname851   Name851   6.64                6.00               kietiakas   
Surname852   Name852   4.40                4.40               vargsiukas  
Surname853   Name853   4.04                3.40               vargsiukas  
Surname854   Name854   2.60                2.20               vargsiukas  
Surname855   Name855   6.52                6.60               kietiakas   
Surname856   Name856   5.80                5.80               kietiakas   
Surname857   Name857   8.08                7.20               kietiakas   
Surname858   Name858   3.36                3.20               vargsiukas  
Surname859   Name859   2.52                2.20               vargsiukas  
Surname86    Name86    6.48                6.00               kietiakas   
Surname860   Name860   4.04                4.20               vargsiukas  
Surname861   Name861   6.04                6.20               kietiakas   
Surname862   Name862   7.92                8.00               kietiakas   
Surname863   Name863   3.00                3.00               vargsiukas  
Surname864   Name864   5.56                5.40               kietiakas   
Surname865   Name865   8.32                8.00               kietiakas   
Surname866   Name866   6.16                5.60               kietiakas   
Surname867   Name867   5.28                5.20               kietiakas   
Surname868   Name868   5.08                5.00               kietiakas   
Surname869   Name869   7.92                8.00               kietiakas   
Surname87    Name87    3.32                3.40               vargsiukas  
Surname870   Name870   4.56                4.40               vargsiukas  
Surname871   Name871   6.24                6.00               kietiakas   
Surname872   Name872   5.52                5.20               kietiakas   
Surname873   Name873   7.32                7.00               kietiakas   
Surname874   Name874   6.80                6.80               kietiakas   
Surname875   Name875   4.56                4.40               vargsiukas  
Surname876   Name876   5.44                6.00               kietiakas   
Surname877   Name877   5.96                5.80               kietiakas   
Surname878   Name878   8.72                9.20               kietiakas   
Surname879   Name879   7.04                6.80               kietiakas   
Surname88    Name88    5.04                4.80               kietiakas   
Surname880   Name880   7.36                8.00               kietiakas   
Surname881   Name881   5.44                5.20               kietiakas   
Surname882   Name882   3.00                3.40               vargsiukas  
Surname883   Name883   3.92                4.80               vargsiukas  
Surname884   Name884   4.52                4.20               vargsiukas  
Surname885   Name885   5.96                5.80               kietiakas   
Surname886   Name886   3.56                3.80               vargsiukas  
Surname887   Name887   3.60                3.60               vargsiukas  
Surname888   Name888   9.12                9.60               kietiakas   
Surname889   Name889   4.00                4.40               vargsiukas  
Surname89    Name89    4.76                4.60               vargsiukas  
Surname890   Name890   5.08                5.80               kietiakas   
Surname891   Name891   8.80                9.20               kietiakas   
Surname892   Name892   2.96                2.40               vargsiukas  
Surname893   Name893   5.32                5.80               kietiakas   
Surname894   Name894   8.20                9.00               kietiakas   
Surname895   Name895   5.60                4.80               kietiakas   
Surname896   Name896   4.40                4.40               vargsiukas  
Surname897   Name897   5.64                5.80               kietiakas   
Surname898   Name898   6.64                6.80               kietiakas   
Surname899   Name899   3.56                3.80               vargsiukas  
Surname9     Name9     3.48                3.40               vargsiukas  
Surname90    Name90    5.84                6.00               kietiakas   
Surname900   Name900   5.20                4.40               kietiakas   
Surname901   Name901   4.84                4.60               vargsiukas  
Surname902   Name902   3.00                2.60               vargsiukas  
Surname903   Name903   5.88                5.80               kietiakas   
Surname904   Name904   7.56                6.60               kietiakas   
Surname905   Name905   6.60                7.00               kietiakas   
Surname906   Name906   4.24                4.40               vargsiukas  
Surname907   Name907   4.52                5.00               vargsiukas  
Surname908   Name908   3.72                3.80               vargsiukas  
Surname909   Name909   3.40                3.40               vargsiukas  
Surname91    Name91    4.76                5.00               vargsiukas  
Surname910   Name910   6.20                6.20               kietiakas   
Surname911   Name911   6.84                7.00               kietiakas   
Surname912   Name912   3.80                3.40               vargsiukas  
Surname913   Name913   6.36                6.60               kietiakas   
Surname914   Name914   5.48                5.00               kietiakas   
Surname915   Name915   6.44                6.60               kietiakas   
Surname916   Name916   7.24                7.00               kietiakas   
Surname917   Name917   6.24                6.80               kietiakas   
Surname918   Name918   7.76                7.60               kietiakas   
Surname919   Name919   4.28                4.20               vargsiukas  
Surname92    Name92    5.60                5.60               kietiakas   
Surname920   Name920   3.72                3.80               vargsiukas  
Surname921   Name921   7.08                7.40               kietiakas   
Surname922   Name922   8.40                8.80               kietiakas   
Surname923   Name923   3.80                3.80               vargsiukas  
Surname924   Name924   2.44                2.60               vargsiukas  
Surname925   Name925   2.04                1.80               vargsiukas  
Surname926   Name926   5.92                5.60               kietiakas   
Surname927   Name927   7.72                7.40               kietiakas   
Surname928   Name928   4.28                3.80               vargsiukas  
Surname929   Name929   6.72                6.80               kietiakas   
Surname93    Name93    2.84                3.00               vargsiukas  
Surname930   Name930   6.72                7.20               kietiakas   
Surname931   Name931   2.92                1.80               vargsiukas  
Surname932   Name932   3.16                3.80               vargsiukas  
Surname933   Name933   8.08                8.00               kietiakas   
Surname934   Name934   5.76                6.00               kietiakas   
Surname935   Name935   7.00                7.00               kietiakas   
Surname936   Name936   9.36                10.00              kietiakas   
Surname937   Name937   5.76                6.40               kietiakas   
Surname938   Name938   8.56                8.00               kietiakas   
Surname939   Name939   2.68                3.40               vargsiukas  
Surname94    Name94    5.20                4.40               kietiakas   
Surname940   Name940   5.76                6.40               kietiakas   
Surname941   Name941   5.56                5.80               kietiakas   
Surname942   Name942   2.04                1.80               vargsiukas  
Surname943   Name943   6.48                6.40               kietiakas   
Surname944   Name944   1.80                1.40               vargsiukas  
Surname945   Name945   8.04                8.20               kietiakas   
Surname946   Name946   6.28                6.60               kietiakas   
Surname947   Name947   7.76                7.60               kietiakas   
Surname948   Name948   7.64                7.40               kietiakas   
Surname949   Name949   5.08                4.60               kietiakas   
Surname95    Name95    6.16                5.60               kietiakas   
Surname950   Name950   4.16                3.60               vargsiukas  
Surname951   Name951   5.84                6.40               kietiakas   
Surname952   Name952   4.72                4.40               vargsiukas  
Surname953   Name953   3.20                3.20               vargsiukas  
Surname954   Name954   8.80                8.80               kietiakas   
Surname955   Name955   5.92                6.00               kietiakas   
Surname956   Name956   5.96                5.80               kietiakas   
Surname957   Name957   5.92                6.40               kietiakas   
Surname958   Name958   3.68                4.00               vargsiukas  
Surname959   Name959   6.52                5.80               kietiakas   
Surname96    Name96    9.20                9.60               kietiakas   
Surname960   Name960   8.00                8.00               kietiakas   
Surname961   Name961   7.04                6.40               kietiakas   
Surname962   Name962   6.00                5.60               kietiakas   
Surname963   Name963   6.68                7.40               kietiakas   
Surname964   Name964   9.20                9.60               kietiakas   
Surname965   Name965   3.68                3.20               vargsiukas  
Surname966   Name966   3.24                3.40               vargsiukas  
Surname967   Name967   8.20                7.80               kietiakas   
Surname968   Name968   6.00                6.00               kietiakas   
Surname969   Name969   3.08                2.60               vargsiukas  
Surname97    Name97    3.92                4.00               vargsiukas  
Surname970   Name970   5.00                5.00               kietiakas   
Surname971   Name971   5.48                5.00               kietiakas   
Surname972   Name972   6.04                5.80               kietiakas   
Surname973   Name973   4.28                4.20               vargsiukas  
Surname974   Name974   3.40                3.00               vargsiukas  
Surname975   Name975   7.52                6.80               kietiakas   
Surname976   Name976   6.48                6.80               kietiakas   
Surname977   Name977   3.84                2.80               vargsiukas  
Surname978   Name978   5.80                5.40               kietiakas   
Surname979   Name979   3.96                3.80               vargsiukas  
Surname98    Name98    4.80                5.20               vargsiukas  
Surname980   Name980   7.16                7.00               kietiakas   
Surname981   Name981   4.16                4.40               vargsiukas  
Surname982   Name982   7.04                7.20               kietiakas   
Surname983   Name983   2.92                3.00               vargsiukas  
Surname984   Name984   2.96                3.20               vargsiukas  
Surname985   Name985   8.28                8.60               kietiakas   
Surname986   Name986   7.32                7.40               kietiakas   
Surname987   Name987   3.64                3.40               vargsiukas  
Surname988   Name988   2.04                1.80               vargsiukas  
Surname989   Name989   5.76                6.40               kietiakas   
Surname99    Name99    3.32                4.20               vargsiukas  
Surname990   Name990   7.60                8.00               kietiakas   
Surname991   Name991   7.00                7.00               kietiakas   
Surname992   Name992   2.72                2.00               vargsiukas  
Surname993   Name993   4.12                5.00               vargsiukas  
Surname994   Name994   5.40                4.60               kietiakas   
Surname995   Name995   2.40                2.40               vargsiukas  
Surname996   Name996   2.60                2.20               vargsiukas  
Surname997   Name997   6.52                6.60               kietiakas   
Surname998   Name998   5.56                5.80               kietiakas   
