Name          Surname    Final-Average       Finale-Median      Category    
Surname278    Name278    5.92                6.00               kietiakas   
Surname2780   Name2780   4.12                3.80               vargsiukas  
Surname2781   Name2781   7.96                8.60               kietiakas   
Surname2782   Name2782   7.72                7.40               kietiakas   
Surname2783   Name2783   5.24                5.00               kietiakas   
Surname2784   Name2784   5.52                5.20               kietiakas   
Surname2785   Name2785   8.08                8.40               kietiakas   
Surname2786   Name2786   6.20                5.80               kietiakas   
Surname2787   Name2787   7.48                7.40               kietiakas   
Surname2788   Name2788   8.88                9.20               kietiakas   
Surname2789   Name2789   5.04                4.40               kietiakas   
Surname279    Name279    5.52                5.60               kietiakas   
Surname2790   Name2790   9.28                9.60               kietiakas   
Surname2791   Name2791   6.68                6.20               kietiakas   
Surname2792   Name2792   4.56                4.80               vargsiukas  
Surname2793   Name2793   4.88                5.20               vargsiukas  
Surname2794   Name2794   6.40                5.60               kietiakas   
Surname2795   Name2795   7.84                8.00               kietiakas   
Surname2796   Name2796   6.52                7.40               kietiakas   
Surname2797   Name2797   7.60                8.40               kietiakas   
Surname2798   Name2798   6.60                6.20               kietiakas   
Surname2799   Name2799   5.92                6.00               kietiakas   
Surname28     Name28     3.40                3.40               vargsiukas  
Surname280    Name280    6.12                5.80               kietiakas   
Surname2800   Name2800   3.96                4.20               vargsiukas  
Surname2801   Name2801   4.40                4.00               vargsiukas  
Surname2802   Name2802   7.52                7.20               kietiakas   
Surname2803   Name2803   7.52                8.00               kietiakas   
Surname2804   Name2804   4.04                4.60               vargsiukas  
Surname2805   Name2805   5.24                4.60               kietiakas   
Surname2806   Name2806   6.76                6.20               kietiakas   
Surname2807   Name2807   7.28                7.60               kietiakas   
Surname2808   Name2808   8.80                9.20               kietiakas   
Surname2809   Name2809   3.36                3.60               vargsiukas  
Surname281    Name281    6.04                6.20               kietiakas   
Surname2810   Name2810   3.52                3.20               vargsiukas  
Surname2811   Name2811   5.44                6.00               kietiakas   
Surname2812   Name2812   3.56                3.40               vargsiukas  
Surname2813   Name2813   4.80                5.20               vargsiukas  
Surname2814   Name2814   6.80                7.20               kietiakas   
Surname2815   Name2815   6.40                6.40               kietiakas   
Surname2816   Name2816   2.52                2.60               vargsiukas  
Surname2817   Name2817   2.52                1.40               vargsiukas  
Surname2818   Name2818   3.72                4.20               vargsiukas  
Surname2819   Name2819   6.60                6.60               kietiakas   
Surname282    Name282    5.00                5.40               kietiakas   
Surname2820   Name2820   6.80                6.80               kietiakas   
Surname2821   Name2821   2.44                1.80               vargsiukas  
Surname2822   Name2822   3.84                3.60               vargsiukas  
Surname2823   Name2823   6.92                6.60               kietiakas   
Surname2824   Name2824   3.80                3.40               vargsiukas  
Surname2825   Name2825   5.16                4.60               kietiakas   
Surname2826   Name2826   3.56                3.80               vargsiukas  
Surname2827   Name2827   5.04                4.80               kietiakas   
Surname2828   Name2828   4.56                4.40               vargsiukas  
Surname2829   Name2829   4.48                5.20               vargsiukas  
Surname283    Name283    3.64                4.20               vargsiukas  
Surname2830   Name2830   6.24                5.60               kietiakas   
Surname2831   Name2831   5.48                5.80               kietiakas   
Surname2832   Name2832   7.28                7.60               kietiakas   
Surname2833   Name2833   6.84                6.60               kietiakas   
Surname2834   Name2834   5.32                5.00               kietiakas   
Surname2835   Name2835   8.88                9.60               kietiakas   
Surname2836   Name2836   7.80                7.40               kietiakas   
Surname2837   Name2837   3.16                3.40               vargsiukas  
Surname2838   Name2838   7.20                7.20               kietiakas   
Surname2839   Name2839   5.40                5.40               kietiakas   
Surname284    Name284    4.92                4.20               vargsiukas  
Surname2840   Name2840   8.64                8.80               kietiakas   
Surname2841   Name2841   8.00                7.60               kietiakas   
Surname2842   Name2842   8.28                8.20               kietiakas   
Surname2843   Name2843   3.36                2.80               vargsiukas  
Surname2844   Name2844   6.40                6.00               kietiakas   
Surname2845   Name2845   8.56                8.80               kietiakas   
Surname2846   Name2846   8.56                8.80               kietiakas   
Surname2847   Name2847   4.28                4.60               vargsiukas  
Surname2848   Name2848   4.52                5.00               vargsiukas  
Surname2849   Name2849   4.16                4.00               vargsiukas  
Surname285    Name285    7.40                7.40               kietiakas   
Surname2850   Name2850   4.88                4.80               vargsiukas  
Surname2851   Name2851   5.96                6.20               kietiakas   
Surname2852   Name2852   3.48                3.40               vargsiukas  
Surname2853   Name2853   7.64                8.20               kietiakas   
Surname2854   Name2854   4.36                4.20               vargsiukas  
Surname2855   Name2855   8.24                8.00               kietiakas   
Surname2856   Name2856   9.04                9.60               kietiakas   
Surname2857   Name2857   3.28                2.80               vargsiukas  
Surname2858   Name2858   3.60                3.20               vargsiukas  
Surname2859   Name2859   7.72                7.80               kietiakas   
Surname286    Name286    6.00                6.80               kietiakas   
Surname2860   Name2860   4.76                5.00               vargsiukas  
Surname2861   Name2861   6.12                6.60               kietiakas   
Surname2862   Name2862   6.64                6.80               kietiakas   
Surname2863   Name2863   3.44                3.20               vargsiukas  
Surname2864   Name2864   6.80                7.60               kietiakas   
Surname2865   Name2865   7.48                7.40               kietiakas   
Surname2866   Name2866   4.00                4.40               vargsiukas  
Surname2867   Name2867   6.28                6.20               kietiakas   
Surname2868   Name2868   7.40                6.60               kietiakas   
Surname2869   Name2869   5.16                5.00               kietiakas   
Surname287    Name287    4.96                4.80               vargsiukas  
Surname2870   Name2870   6.48                6.80               kietiakas   
Surname2871   Name2871   7.20                7.60               kietiakas   
Surname2872   Name2872   2.56                2.00               vargsiukas  
Surname2873   Name2873   8.32                7.60               kietiakas   
Surname2874   Name2874   6.36                6.20               kietiakas   
Surname2875   Name2875   7.00                6.60               kietiakas   
Surname2876   Name2876   3.84                3.20               vargsiukas  
Surname2877   Name2877   8.88                9.20               kietiakas   
Surname2878   Name2878   7.80                7.80               kietiakas   
Surname2879   Name2879   7.92                8.40               kietiakas   
Surname288    Name288    8.08                8.00               kietiakas   
Surname2880   Name2880   5.56                5.40               kietiakas   
Surname2881   Name2881   6.20                6.60               kietiakas   
Surname2882   Name2882   4.28                4.20               vargsiukas  
Surname2883   Name2883   4.60                5.00               vargsiukas  
Surname2884   Name2884   7.80                7.80               kietiakas   
Surname2885   Name2885   6.00                6.80               kietiakas   
Surname2886   Name2886   2.52                2.60               vargsiukas  
Surname2887   Name2887   5.68                5.20               kietiakas   
Surname2888   Name2888   5.52                5.20               kietiakas   
Surname2889   Name2889   6.92                7.00               kietiakas   
Surname289    Name289    7.48                7.80               kietiakas   
Surname2890   Name2890   6.16                6.80               kietiakas   
Surname2891   Name2891   4.84                5.00               vargsiukas  
Surname2892   Name2892   2.92                2.60               vargsiukas  
Surname2893   Name2893   5.76                6.00               kietiakas   
Surname2894   Name2894   3.68                4.00               vargsiukas  
Surname2895   Name2895   7.28                6.80               kietiakas   
Surname2896   Name2896   3.24                3.40               vargsiukas  
Surname2897   Name2897   7.20                7.20               kietiakas   
Surname2898   Name2898   6.00                6.40               kietiakas   
Surname2899   Name2899   5.20                5.20               kietiakas   
Surname29     Name29     4.40                4.40               vargsiukas  
Surname290    Name290    3.40                3.00               vargsiukas  
Surname2900   Name2900   6.92                6.60               kietiakas   
Surname2901   Name2901   8.40                8.00               kietiakas   
Surname2902   Name2902   3.32                3.40               vargsiukas  
Surname2903   Name2903   3.16                3.00               vargsiukas  
Surname2904   Name2904   5.60                6.00               kietiakas   
Surname2905   Name2905   4.64                4.80               vargsiukas  
Surname2906   Name2906   8.48                9.60               kietiakas   
Surname2907   Name2907   4.52                4.60               vargsiukas  
Surname2908   Name2908   6.96                6.80               kietiakas   
Surname2909   Name2909   8.24                8.00               kietiakas   
Surname291    Name291    3.16                3.00               vargsiukas  
Surname2910   Name2910   3.92                3.60               vargsiukas  
Surname2911   Name2911   6.32                6.80               kietiakas   
Surname2912   Name2912   4.88                5.20               vargsiukas  
Surname2913   Name2913   6.40                5.20               kietiakas   
Surname2914   Name2914   6.72                6.40               kietiakas   
Surname2915   Name2915   3.64                3.40               vargsiukas  
Surname2916   Name2916   4.76                4.60               vargsiukas  
Surname2917   Name2917   5.44                4.40               kietiakas   
Surname2918   Name2918   4.28                4.60               vargsiukas  
Surname2919   Name2919   6.96                7.60               kietiakas   
Surname292    Name292    4.56                4.00               vargsiukas  
Surname2920   Name2920   8.64                9.20               kietiakas   
Surname2921   Name2921   8.00                8.00               kietiakas   
Surname2922   Name2922   3.84                4.00               vargsiukas  
Surname2923   Name2923   4.28                3.80               vargsiukas  
Surname2924   Name2924   4.92                4.20               vargsiukas  
Surname2925   Name2925   8.40                8.40               kietiakas   
Surname2926   Name2926   4.72                4.40               vargsiukas  
Surname2927   Name2927   6.28                6.60               kietiakas   
Surname2928   Name2928   5.36                5.20               kietiakas   
Surname2929   Name2929   5.92                6.40               kietiakas   
Surname293    Name293    2.88                2.40               vargsiukas  
Surname2930   Name2930   6.36                6.60               kietiakas   
Surname2931   Name2931   3.92                4.00               vargsiukas  
Surname2932   Name2932   6.00                5.60               kietiakas   
Surname2933   Name2933   8.40                8.40               kietiakas   
Surname2934   Name2934   6.32                6.80               kietiakas   
Surname2935   Name2935   3.68                3.60               vargsiukas  
Surname2936   Name2936   5.68                5.60               kietiakas   
Surname2937   Name2937   6.20                6.20               kietiakas   
Surname2938   Name2938   7.28                7.60               kietiakas   
Surname2939   Name2939   6.28                6.20               kietiakas   
Surname294    Name294    4.56                4.80               vargsiukas  
Surname2940   Name2940   7.44                7.60               kietiakas   
Surname2941   Name2941   3.80                3.40               vargsiukas  
Surname2942   Name2942   5.16                4.60               kietiakas   
Surname2943   Name2943   6.52                7.00               kietiakas   
Surname2944   Name2944   7.20                7.20               kietiakas   
Surname2945   Name2945   6.84                7.00               kietiakas   
Surname2946   Name2946   4.64                5.20               vargsiukas  
Surname2947   Name2947   2.60                2.60               vargsiukas  
Surname2948   Name2948   3.72                3.80               vargsiukas  
Surname2949   Name2949   4.52                5.40               vargsiukas  
Surname295    Name295    3.36                3.20               vargsiukas  
Surname2950   Name2950   7.76                8.00               kietiakas   
Surname2951   Name2951   4.60                4.60               vargsiukas  
Surname2952   Name2952   4.24                4.00               vargsiukas  
Surname2953   Name2953   7.04                7.20               kietiakas   
Surname2954   Name2954   2.68                2.60               vargsiukas  
Surname2955   Name2955   7.32                6.60               kietiakas   
Surname2956   Name2956   5.52                5.20               kietiakas   
Surname2957   Name2957   7.96                8.20               kietiakas   
Surname2958   Name2958   2.92                3.40               vargsiukas  
Surname2959   Name2959   8.28                8.20               kietiakas   
Surname296    Name296    5.76                6.00               kietiakas   
Surname2960   Name2960   5.16                4.60               kietiakas   
Surname2961   Name2961   6.20                6.20               kietiakas   
Surname2962   Name2962   4.08                4.00               vargsiukas  
Surname2963   Name2963   6.04                6.60               kietiakas   
Surname2964   Name2964   3.96                3.80               vargsiukas  
Surname2965   Name2965   5.28                5.60               kietiakas   
Surname2966   Name2966   4.80                4.80               vargsiukas  
Surname2967   Name2967   4.72                5.60               vargsiukas  
Surname2968   Name2968   4.32                4.40               vargsiukas  
Surname2969   Name2969   7.56                8.20               kietiakas   
Surname297    Name297    4.76                4.60               vargsiukas  
Surname2970   Name2970   6.56                6.40               kietiakas   
Surname2971   Name2971   4.40                3.60               vargsiukas  
Surname2972   Name2972   8.72                8.40               kietiakas   
Surname2973   Name2973   6.80                6.80               kietiakas   
Surname2974   Name2974   2.04                1.80               vargsiukas  
Surname2975   Name2975   4.36                4.20               vargsiukas  
Surname2976   Name2976   5.52                4.80               kietiakas   
Surname2977   Name2977   5.00                4.60               kietiakas   
Surname2978   Name2978   7.72                8.60               kietiakas   
Surname2979   Name2979   7.88                8.20               kietiakas   
Surname298    Name298    4.24                4.80               vargsiukas  
Surname2980   Name2980   5.72                5.80               kietiakas   
Surname2981   Name2981   6.72                6.80               kietiakas   
Surname2982   Name2982   7.72                7.80               kietiakas   
Surname2983   Name2983   5.28                4.80               kietiakas   
Surname2984   Name2984   7.88                8.20               kietiakas   
Surname2985   Name2985   2.40                2.40               vargsiukas  
Surname2986   Name2986   8.56                9.20               kietiakas   
Surname2987   Name2987   4.48                4.00               vargsiukas  
Surname2988   Name2988   3.32                2.60               vargsiukas  
Surname2989   Name2989   4.68                5.40               vargsiukas  
Surname299    Name299    6.08                6.00               kietiakas   
Surname2990   Name2990   3.96                3.80               vargsiukas  
Surname2991   Name2991   7.32                7.80               kietiakas   
Surname2992   Name2992   3.56                3.80               vargsiukas  
Surname2993   Name2993   3.52                4.00               vargsiukas  
Surname2994   Name2994   6.32                6.00               kietiakas   
Surname2995   Name2995   7.40                6.60               kietiakas   
Surname2996   Name2996   3.64                3.80               vargsiukas  
Surname2997   Name2997   5.64                5.40               kietiakas   
Surname2998   Name2998   6.00                6.40               kietiakas   
Surname2999   Name2999   6.24                6.40               kietiakas   
Surname3      Name3      2.92                3.00               vargsiukas  
Surname30     Name30     5.36                5.60               kietiakas   
Surname300    Name300    6.28                5.80               kietiakas   
Surname3000   Name3000   6.28                5.80               kietiakas   
Surname3001   Name3001   8.16                8.40               kietiakas   
Surname3002   Name3002   4.76                5.00               vargsiukas  
Surname3003   Name3003   4.84                5.00               vargsiukas  
Surname3004   Name3004   5.36                5.60               kietiakas   
Surname3005   Name3005   4.64                4.40               vargsiukas  
Surname3006   Name3006   6.68                7.00               kietiakas   
Surname3007   Name3007   7.16                7.80               kietiakas   
Surname3008   Name3008   2.28                1.80               vargsiukas  
Surname3009   Name3009   4.96                4.80               vargsiukas  
Surname301    Name301    3.48                3.40               vargsiukas  
Surname3010   Name3010   3.68                3.60               vargsiukas  
Surname3011   Name3011   6.96                6.80               kietiakas   
Surname3012   Name3012   3.92                4.00               vargsiukas  
Surname3013   Name3013   7.88                8.20               kietiakas   
Surname3014   Name3014   7.16                7.40               kietiakas   
Surname3015   Name3015   2.36                2.60               vargsiukas  
Surname3016   Name3016   4.08                4.40               vargsiukas  
Surname3017   Name3017   6.88                6.80               kietiakas   
Surname3018   Name3018   8.04                8.20               kietiakas   
Surname3019   Name3019   5.56                5.80               kietiakas   
Surname302    Name302    2.76                2.60               vargsiukas  
Surname3020   Name3020   6.04                6.60               kietiakas   
Surname3021   Name3021   6.16                6.80               kietiakas   
Surname3022   Name3022   3.88                3.40               vargsiukas  
Surname3023   Name3023   7.96                7.80               kietiakas   
Surname3024   Name3024   4.64                4.80               vargsiukas  
Surname3025   Name3025   7.12                7.20               kietiakas   
Surname3026   Name3026   4.48                4.40               vargsiukas  
Surname3027   Name3027   4.48                4.00               vargsiukas  
Surname3028   Name3028   7.20                6.40               kietiakas   
Surname3029   Name3029   5.24                5.00               kietiakas   
Surname303    Name303    4.56                4.40               vargsiukas  
Surname3030   Name3030   6.12                5.80               kietiakas   
Surname3031   Name3031   6.72                6.40               kietiakas   
Surname3032   Name3032   7.64                7.80               kietiakas   
Surname3033   Name3033   7.56                7.80               kietiakas   
Surname3034   Name3034   3.28                2.80               vargsiukas  
Surname3035   Name3035   3.28                2.80               vargsiukas  
Surname3036   Name3036   3.40                3.40               vargsiukas  
Surname3037   Name3037   6.16                6.00               kietiakas   
Surname3038   Name3038   6.96                7.20               kietiakas   
Surname3039   Name3039   5.60                5.20               kietiakas   
Surname304    Name304    4.64                4.00               vargsiukas  
Surname3040   Name3040   7.24                7.00               kietiakas   
Surname3041   Name3041   2.56                2.40               vargsiukas  
Surname3042   Name3042   6.12                6.60               kietiakas   
Surname3043   Name3043   7.64                7.00               kietiakas   
Surname3044   Name3044   7.32                7.40               kietiakas   
Surname3045   Name3045   9.20                10.00              kietiakas   
Surname3046   Name3046   9.12                9.20               kietiakas   
Surname3047   Name3047   5.12                5.20               kietiakas   
Surname3048   Name3048   5.88                5.40               kietiakas   
Surname3049   Name3049   4.32                3.60               vargsiukas  
Surname305    Name305    8.88                10.00              kietiakas   
Surname3050   Name3050   6.36                6.20               kietiakas   
Surname3051   Name3051   8.00                8.00               kietiakas   
Surname3052   Name3052   2.76                2.60               vargsiukas  
Surname3053   Name3053   3.60                4.00               vargsiukas  
Surname3054   Name3054   3.24                3.80               vargsiukas  
Surname3055   Name3055   6.92                7.80               kietiakas   
Surname3056   Name3056   7.44                8.00               kietiakas   
Surname3057   Name3057   6.28                6.60               kietiakas   
Surname3058   Name3058   6.48                7.20               kietiakas   
Surname3059   Name3059   7.28                7.20               kietiakas   
Surname306    Name306    4.08                3.20               vargsiukas  
Surname3060   Name3060   4.20                4.60               vargsiukas  
Surname3061   Name3061   5.76                5.20               kietiakas   
Surname3062   Name3062   1.88                1.80               vargsiukas  
Surname3063   Name3063   3.56                3.00               vargsiukas  
Surname3064   Name3064   8.20                8.20               kietiakas   
Surname3065   Name3065   3.56                3.80               vargsiukas  
Surname3066   Name3066   1.40                1.40               vargsiukas  
Surname3067   Name3067   4.08                4.00               vargsiukas  
Surname3068   Name3068   5.80                7.00               kietiakas   
Surname3069   Name3069   3.80                3.40               vargsiukas  
Surname307    Name307    6.88                7.20               kietiakas   
Surname3070   Name3070   5.52                5.60               kietiakas   
Surname3071   Name3071   9.28                9.20               kietiakas   
Surname3072   Name3072   2.68                2.20               vargsiukas  
Surname3073   Name3073   5.76                5.60               kietiakas   
Surname3074   Name3074   8.48                9.60               kietiakas   
Surname3075   Name3075   7.32                7.40               kietiakas   
Surname3076   Name3076   5.76                5.60               kietiakas   
Surname3077   Name3077   4.04                4.20               vargsiukas  
Surname3078   Name3078   8.04                8.20               kietiakas   
Surname3079   Name3079   6.72                6.40               kietiakas   
Surname308    Name308    2.68                3.00               vargsiukas  
Surname3080   Name3080   6.92                7.00               kietiakas   
Surname3081   Name3081   4.76                4.60               vargsiukas  
Surname3082   Name3082   3.16                3.40               vargsiukas  
Surname3083   Name3083   7.48                7.80               kietiakas   
Surname3084   Name3084   3.16                3.80               vargsiukas  
Surname3085   Name3085   3.84                3.20               vargsiukas  
Surname3086   Name3086   2.28                2.60               vargsiukas  
Surname3087   Name3087   5.44                4.80               kietiakas   
Surname3088   Name3088   4.68                3.80               vargsiukas  
Surname3089   Name3089   7.36                7.20               kietiakas   
Surname309    Name309    3.88                3.80               vargsiukas  
Surname3090   Name3090   6.56                6.40               kietiakas   
Surname3091   Name3091   7.16                7.80               kietiakas   
Surname3092   Name3092   2.68                3.00               vargsiukas  
Surname3093   Name3093   7.76                8.00               kietiakas   
Surname3094   Name3094   6.24                6.80               kietiakas   
Surname3095   Name3095   4.92                4.60               vargsiukas  
Surname3096   Name3096   3.00                2.60               vargsiukas  
Surname3097   Name3097   6.64                6.40               kietiakas   
Surname3098   Name3098   7.16                7.40               kietiakas   
Surname3099   Name3099   7.16                6.60               kietiakas   
Surname31     Name31     8.80                9.20               kietiakas   
Surname310    Name310    3.92                4.80               vargsiukas  
Surname3100   Name3100   4.80                4.40               vargsiukas  
Surname3101   Name3101   5.92                6.00               kietiakas   
Surname3102   Name3102   4.96                4.80               vargsiukas  
Surname3103   Name3103   7.08                7.40               kietiakas   
Surname3104   Name3104   2.20                2.60               vargsiukas  
Surname3105   Name3105   8.00                8.00               kietiakas   
Surname3106   Name3106   5.52                5.20               kietiakas   
Surname3107   Name3107   4.92                4.60               vargsiukas  
Surname3108   Name3108   6.92                7.00               kietiakas   
Surname3109   Name3109   5.96                6.20               kietiakas   
Surname311    Name311    6.48                6.40               kietiakas   
Surname3110   Name3110   5.92                6.00               kietiakas   
Surname3111   Name3111   5.12                5.20               kietiakas   
Surname3112   Name3112   4.04                3.40               vargsiukas  
Surname3113   Name3113   8.36                9.00               kietiakas   
Surname3114   Name3114   3.52                3.60               vargsiukas  
Surname3115   Name3115   4.96                4.80               vargsiukas  
Surname3116   Name3116   7.12                6.80               kietiakas   
Surname3117   Name3117   7.88                7.80               kietiakas   
Surname3118   Name3118   7.52                7.20               kietiakas   
Surname3119   Name3119   6.56                6.40               kietiakas   
Surname312    Name312    5.28                4.40               kietiakas   
Surname3120   Name3120   7.16                7.40               kietiakas   
Surname3121   Name3121   7.72                7.80               kietiakas   
Surname3122   Name3122   3.24                3.80               vargsiukas  
Surname3123   Name3123   6.96                6.80               kietiakas   
Surname3124   Name3124   2.72                2.40               vargsiukas  
Surname3125   Name3125   6.72                6.80               kietiakas   
Surname3126   Name3126   3.60                2.80               vargsiukas  
Surname3127   Name3127   4.60                4.60               vargsiukas  
Surname3128   Name3128   3.16                3.00               vargsiukas  
Surname3129   Name3129   6.88                7.20               kietiakas   
Surname313    Name313    4.56                4.40               vargsiukas  
Surname3130   Name3130   4.84                5.40               vargsiukas  
Surname3131   Name3131   6.32                6.40               kietiakas   
Surname3132   Name3132   6.84                7.00               kietiakas   
Surname3133   Name3133   8.28                9.00               kietiakas   
Surname3134   Name3134   7.08                7.40               kietiakas   
Surname3135   Name3135   7.44                7.60               kietiakas   
Surname3136   Name3136   7.40                8.20               kietiakas   
Surname3137   Name3137   4.20                4.60               vargsiukas  
Surname3138   Name3138   7.36                8.00               kietiakas   
Surname3139   Name3139   5.24                5.40               kietiakas   
Surname314    Name314    7.84                7.60               kietiakas   
Surname3140   Name3140   3.64                3.40               vargsiukas  
Surname3141   Name3141   5.96                6.20               kietiakas   
Surname3142   Name3142   3.80                3.40               vargsiukas  
Surname3143   Name3143   4.96                4.80               vargsiukas  
Surname3144   Name3144   6.56                7.20               kietiakas   
Surname3145   Name3145   4.72                5.60               vargsiukas  
Surname3146   Name3146   3.68                3.20               vargsiukas  
Surname3147   Name3147   4.48                4.80               vargsiukas  
Surname3148   Name3148   6.48                7.20               kietiakas   
Surname3149   Name3149   3.84                3.60               vargsiukas  
Surname315    Name315    7.76                7.60               kietiakas   
Surname3150   Name3150   3.44                4.00               vargsiukas  
Surname3151   Name3151   7.24                7.40               kietiakas   
Surname3152   Name3152   6.32                6.40               kietiakas   
Surname3153   Name3153   3.00                2.60               vargsiukas  
Surname3154   Name3154   4.68                5.00               vargsiukas  
Surname3155   Name3155   7.92                7.20               kietiakas   
Surname3156   Name3156   4.80                4.40               vargsiukas  
Surname3157   Name3157   5.32                5.40               kietiakas   
Surname3158   Name3158   7.32                6.20               kietiakas   
Surname3159   Name3159   4.12                3.40               vargsiukas  
Surname316    Name316    6.76                6.20               kietiakas   
Surname3160   Name3160   7.96                8.20               kietiakas   
Surname3161   Name3161   6.60                7.00               kietiakas   
Surname3162   Name3162   6.84                7.00               kietiakas   
Surname3163   Name3163   4.80                4.80               vargsiukas  
Surname3164   Name3164   8.04                7.40               kietiakas   
Surname3165   Name3165   5.52                6.00               kietiakas   
Surname3166   Name3166   4.56                4.80               vargsiukas  
Surname3167   Name3167   8.08                8.00               kietiakas   
Surname3168   Name3168   5.56                5.40               kietiakas   
Surname3169   Name3169   2.20                1.80               vargsiukas  
Surname317    Name317    5.68                5.20               kietiakas   
Surname3170   Name3170   8.24                8.00               kietiakas   
Surname3171   Name3171   4.76                5.00               vargsiukas  
Surname3172   Name3172   4.48                4.40               vargsiukas  
Surname3173   Name3173   7.52                8.00               kietiakas   
Surname3174   Name3174   6.52                5.80               kietiakas   
Surname3175   Name3175   3.08                3.80               vargsiukas  
Surname3176   Name3176   3.60                3.20               vargsiukas  
Surname3177   Name3177   3.88                4.20               vargsiukas  
Surname3178   Name3178   5.96                5.40               kietiakas   
Surname3179   Name3179   4.96                5.60               vargsiukas  
Surname318    Name318    4.00                3.60               vargsiukas  
Surname3180   Name3180   6.72                6.80               kietiakas   
Surname3181   Name3181   5.00                5.00               kietiakas   
Surname3182   Name3182   3.44                4.00               vargsiukas  
Surname3183   Name3183   5.80                5.80               kietiakas   
Surname3184   Name3184   4.40                4.40               vargsiukas  
Surname3185   Name3185   5.16                5.40               kietiakas   
Surname3186   Name3186   4.36                3.80               vargsiukas  
Surname3187   Name3187   3.80                4.60               vargsiukas  
Surname3188   Name3188   6.08                6.00               kietiakas   
Surname3189   Name3189   3.24                2.60               vargsiukas  
Surname319    Name319    4.72                4.80               vargsiukas  
Surname3190   Name3190   8.96                9.20               kietiakas   
Surname3191   Name3191   3.68                3.20               vargsiukas  
Surname3192   Name3192   4.84                4.60               vargsiukas  
Surname3193   Name3193   9.04                9.20               kietiakas   
Surname3194   Name3194   6.00                6.40               kietiakas   
Surname3195   Name3195   2.72                2.40               vargsiukas  
Surname3196   Name3196   6.36                6.60               kietiakas   
Surname3197   Name3197   3.36                3.60               vargsiukas  
Surname3198   Name3198   5.32                5.00               kietiakas   
Surname3199   Name3199   5.92                6.80               kietiakas   
Surname32     Name32     8.04                8.20               kietiakas   
Surname320    Name320    5.44                5.20               kietiakas   
Surname3200   Name3200   3.60                4.00               vargsiukas  
Surname3201   Name3201   6.00                6.80               kietiakas   
Surname3202   Name3202   4.04                3.80               vargsiukas  
Surname3203   Name3203   6.16                7.20               kietiakas   
Surname3204   Name3204   4.32                4.00               vargsiukas  
Surname3205   Name3205   4.64                4.80               vargsiukas  
Surname3206   Name3206   3.60                4.40               vargsiukas  
Surname3207   Name3207   4.40                4.40               vargsiukas  
Surname3208   Name3208   4.84                4.60               vargsiukas  
Surname3209   Name3209   6.32                6.40               kietiakas   
Surname321    Name321    3.84                4.00               vargsiukas  
Surname3210   Name3210   4.56                4.80               vargsiukas  
Surname3211   Name3211   7.36                7.20               kietiakas   
Surname3212   Name3212   5.72                5.80               kietiakas   
Surname3213   Name3213   2.96                2.80               vargsiukas  
Surname3214   Name3214   3.16                3.00               vargsiukas  
Surname3215   Name3215   6.60                6.20               kietiakas   
Surname3216   Name3216   5.00                5.00               kietiakas   
Surname3217   Name3217   2.64                2.40               vargsiukas  
Surname3218   Name3218   8.40                8.00               kietiakas   
Surname3219   Name3219   9.04                8.80               kietiakas   
Surname322    Name322    6.76                6.60               kietiakas   
Surname3220   Name3220   4.36                3.40               vargsiukas  
Surname3221   Name3221   4.36                3.80               vargsiukas  
Surname3222   Name3222   3.24                3.40               vargsiukas  
Surname3223   Name3223   5.56                5.40               kietiakas   
Surname3224   Name3224   7.48                7.00               kietiakas   
Surname3225   Name3225   3.08                3.00               vargsiukas  
Surname3226   Name3226   8.32                8.80               kietiakas   
Surname3227   Name3227   3.36                4.00               vargsiukas  
Surname3228   Name3228   4.32                4.40               vargsiukas  
Surname3229   Name3229   7.44                6.80               kietiakas   
Surname323    Name323    7.68                7.20               kietiakas   
Surname3230   Name3230   4.48                4.40               vargsiukas  
Surname3231   Name3231   7.56                8.20               kietiakas   
Surname3232   Name3232   7.80                7.80               kietiakas   
Surname3233   Name3233   3.80                4.20               vargsiukas  
Surname3234   Name3234   5.56                5.40               kietiakas   
Surname3235   Name3235   3.20                3.20               vargsiukas  
Surname3236   Name3236   7.20                7.20               kietiakas   
Surname3237   Name3237   6.80                7.20               kietiakas   
Surname3238   Name3238   4.80                4.80               vargsiukas  
Surname3239   Name3239   3.88                3.80               vargsiukas  
Surname324    Name324    4.40                4.00               vargsiukas  
Surname3240   Name3240   4.48                4.80               vargsiukas  
Surname3241   Name3241   3.60                4.00               vargsiukas  
Surname3242   Name3242   6.20                6.60               kietiakas   
Surname3243   Name3243   3.56                3.80               vargsiukas  
Surname3244   Name3244   3.56                3.80               vargsiukas  
Surname3245   Name3245   7.96                8.20               kietiakas   
Surname3246   Name3246   7.88                8.20               kietiakas   
Surname3247   Name3247   7.24                7.40               kietiakas   
Surname3248   Name3248   3.44                4.00               vargsiukas  
Surname3249   Name3249   4.48                3.60               vargsiukas  
Surname325    Name325    7.52                7.60               kietiakas   
Surname3250   Name3250   5.92                5.60               kietiakas   
Surname3251   Name3251   7.36                8.00               kietiakas   
Surname3252   Name3252   7.00                7.40               kietiakas   
Surname3253   Name3253   2.92                3.40               vargsiukas  
Surname3254   Name3254   5.24                5.40               kietiakas   
Surname3255   Name3255   7.92                8.40               kietiakas   
Surname3256   Name3256   7.64                7.40               kietiakas   
Surname3257   Name3257   5.04                5.20               kietiakas   
Surname3258   Name3258   3.36                3.20               vargsiukas  
